"HERS","Species"
0.433668119916411,"AAGA"
0.242575174219398,"MCAV"
0.403609615884659,"OFAV"
0.258467699154197,"OFRA"
0.756081490201576,"PAST"
0.524054957289778,"PPOR"
0.43386988079588,"AAGA"
0.265069535375026,"MCAV"
0.427241527268182,"OFAV"
0.224324559977042,"OFRA"
0.736780783815276,"PAST"
0.826663897287876,"PPOR"
0.671311552267913,"AAGA"
0.205176162454568,"MCAV"
0.354522152096587,"OFAV"
0.2553527594575,"OFRA"
0.673285975145882,"PAST"
0.619919970846642,"PPOR"
0.386001605902332,"AAGA"
0.256968106348399,"MCAV"
0.333451805662,"OFAV"
0.285169575659904,"OFRA"
0.721559885127329,"PAST"
0.771977790760129,"PPOR"
0.748256145378613,"AAGA"
0.517312230007149,"MCAV"
0.412258790843049,"OFAV"
0.318669905418206,"OFRA"
0.813455958339682,"PAST"
0.488158368308892,"PPOR"
0.578930849831506,"AAGA"
0.306067497239616,"MCAV"
0.408475476163237,"OFAV"
0.30829956831569,"OFRA"
0.789541468403467,"PAST"
0.545578028510733,"PPOR"
0.373080391524791,"AAGA"
0.24067621115785,"MCAV"
0.473977615799157,"OFAV"
0.404833450640073,"OFRA"
0.662480408061528,"PAST"
0.647246285419214,"PPOR"
0.453022080410348,"AAGA"
0.13247124161944,"MCAV"
0.380324009373201,"OFAV"
0.175235008940312,"OFRA"
0.772217392367347,"PAST"
0.408699597165162,"PPOR"
0.47831185581329,"AAGA"
0.32396900134856,"MCAV"
0.528794809054922,"OFAV"
0.253984332380104,"OFRA"
0.723644125786074,"PAST"
0.586187674552718,"PPOR"
0.59853818025762,"AAGA"
0.33037731617692,"MCAV"
0.379996342295413,"OFAV"
0.194826665379082,"OFRA"
0.721721367519524,"PAST"
0.327437052399303,"PPOR"
0.403164563914129,"AAGA"
0.362988658893967,"MCAV"
0.411481468215457,"OFAV"
0.238363052062808,"OFRA"
0.830722171129633,"PAST"
0.340957429321464,"PPOR"
0.240835311780787,"AAGA"
0.296435368271473,"MCAV"
0.325054542098536,"OFAV"
0.130054541195703,"OFRA"
0.676289337497388,"PAST"
0.28950265032581,"PPOR"
0.534498584926694,"AAGA"
0.196617373388502,"MCAV"
0.459980599554021,"OFAV"
0.191005962013006,"OFRA"
0.808904904551537,"PAST"
0.730838581214113,"PPOR"
0.529377827474871,"AAGA"
0.212474861919757,"MCAV"
0.567427562522955,"OFAV"
0.374883656571189,"OFRA"
0.716011149689066,"PAST"
0.696105766242703,"PPOR"
0.722782038354324,"AAGA"
0.370915270815559,"MCAV"
0.362683643938541,"OFAV"
0.197993560411556,"OFRA"
0.751692630084316,"PAST"
0.616174376538424,"PPOR"
0.708300620508562,"AAGA"
0.352066766225434,"MCAV"
0.456528260497376,"OFAV"
0.242978534482504,"OFRA"
0.56701781441944,"PAST"
0.352874137927108,"PPOR"
0.644584368528458,"AAGA"
0.320023577562259,"MCAV"
0.362235126989183,"OFAV"
0.0944190663575955,"OFRA"
0.723250627776037,"PAST"
0.729694297675869,"PPOR"
0.674975551570463,"AAGA"
0.240387260371096,"MCAV"
0.387700165039051,"OFAV"
0.254352364115773,"OFRA"
0.883249199115821,"PAST"
0.686842984836517,"PPOR"
0.559384154065887,"AAGA"
0.304277908820183,"MCAV"
0.303187886659463,"OFAV"
0.226360659322414,"OFRA"
0.77373883592084,"PAST"
0.645642946764475,"PPOR"
0.828681551860522,"AAGA"
0.383565774956497,"MCAV"
0.282284707016916,"OFAV"
0.122646806770642,"OFRA"
0.787727756276012,"PAST"
0.435637222705511,"PPOR"
0.699710617789763,"AAGA"
0.118019128839584,"MCAV"
0.387226336767336,"OFAV"
0.205771626192217,"OFRA"
0.756302305642794,"PAST"
0.529230024973501,"PPOR"
0.83146104008141,"AAGA"
0.300258410525573,"MCAV"
0.5116384575092,"OFAV"
0.270154615434069,"OFRA"
0.906723533099553,"PAST"
0.707411682686142,"PPOR"
0.716833765765087,"AAGA"
0.299481886185055,"MCAV"
0.450401996348957,"OFAV"
0.242139005119295,"OFRA"
0.632138786398958,"PAST"
0.420526073254333,"PPOR"
0.52435682791741,"AAGA"
0.21497884518986,"MCAV"
0.363280377963044,"OFAV"
0.347733895885169,"OFRA"
0.652532191700286,"PAST"
0.649030731479873,"PPOR"
0.6022905668221,"AAGA"
0.211886347503637,"MCAV"
0.277722297779706,"OFAV"
0.347025083571539,"OFRA"
0.841799363370625,"PAST"
0.596115310680823,"PPOR"
0.536560386164282,"AAGA"
0.346088242126256,"MCAV"
0.410563940043668,"OFAV"
0.218627698588885,"OFRA"
0.799644369126581,"PAST"
0.587472193696997,"PPOR"
0.679562238042397,"AAGA"
0.31963536312021,"MCAV"
0.359819920454118,"OFAV"
0.185328401924625,"OFRA"
0.426704975907349,"PAST"
0.364603585113652,"PPOR"
0.586520535702891,"AAGA"
0.339914640346344,"MCAV"
0.458000443287956,"OFAV"
0.33262887437,"OFRA"
0.743973443853806,"PAST"
0.326528251817886,"PPOR"
0.442540067594903,"AAGA"
0.306005209138678,"MCAV"
0.572841123880966,"OFAV"
0.322884750768403,"OFRA"
0.817253971883433,"PAST"
0.363418711142456,"PPOR"
0.674750043262393,"AAGA"
0.362168888553064,"MCAV"
0.53315370056327,"OFAV"
0.269733157245567,"OFRA"
0.876438317744897,"PAST"
0.360454121885192,"PPOR"
0.669105409771639,"AAGA"
0.34857974310532,"MCAV"
0.750733271917536,"OFAV"
0.24838287159657,"OFRA"
0.593584143208839,"PAST"
0.495388936627643,"PPOR"
0.66507715869719,"AAGA"
0.325926270527316,"MCAV"
