datetime,date,time,depth,LightRaw,DO_mg.L,Temp_C,daylight
2021-07-27T23:00:00Z,2021-07-27,19:00:00,shallow,11,7.01,29.4,11
2021-07-27T23:00:00Z,2021-07-27,19:00:00,shallow,11,7.02,29.42,11
2021-07-27T23:10:00Z,2021-07-27,19:10:00,shallow,1,NA,NA,NA
2021-07-27T23:20:00Z,2021-07-27,19:20:00,shallow,0,NA,NA,NA
2021-07-27T23:30:00Z,2021-07-27,19:30:00,shallow,0,NA,NA,NA
2021-07-27T23:40:00Z,2021-07-27,19:40:00,shallow,0,NA,NA,NA
2021-07-27T23:50:00Z,2021-07-27,19:50:00,shallow,0,NA,NA,NA
2021-07-28T00:00:00Z,2021-07-27,20:00:00,shallow,0,NA,NA,NA
2021-07-28T00:10:00Z,2021-07-27,20:10:00,shallow,0,NA,NA,NA
2021-07-28T00:20:00Z,2021-07-27,20:20:00,shallow,0,NA,NA,NA
2021-07-28T00:30:00Z,2021-07-27,20:30:00,shallow,0,NA,NA,NA
2021-07-28T00:40:00Z,2021-07-27,20:40:00,shallow,0,NA,NA,NA
2021-07-28T00:50:00Z,2021-07-27,20:50:00,shallow,0,NA,NA,NA
2021-07-28T01:00:00Z,2021-07-27,21:00:00,shallow,0,NA,NA,NA
2021-07-28T01:10:00Z,2021-07-27,21:10:00,shallow,0,NA,NA,NA
2021-07-28T01:20:00Z,2021-07-27,21:20:00,shallow,0,NA,NA,NA
2021-07-28T01:30:00Z,2021-07-27,21:30:00,shallow,0,NA,NA,NA
2021-07-28T01:40:00Z,2021-07-27,21:40:00,shallow,0,NA,NA,NA
2021-07-28T01:50:00Z,2021-07-27,21:50:00,shallow,0,NA,NA,NA
2021-07-28T02:00:00Z,2021-07-27,22:00:00,shallow,0,NA,NA,NA
2021-07-28T02:10:00Z,2021-07-27,22:10:00,shallow,0,NA,NA,NA
2021-07-28T02:20:00Z,2021-07-27,22:20:00,shallow,0,NA,NA,NA
2021-07-28T02:30:00Z,2021-07-27,22:30:00,shallow,0,NA,NA,NA
2021-07-28T02:40:00Z,2021-07-27,22:40:00,shallow,0,NA,NA,NA
2021-07-28T02:50:00Z,2021-07-27,22:50:00,shallow,0,NA,NA,NA
2021-07-28T03:00:00Z,2021-07-27,23:00:00,shallow,0,NA,NA,NA
2021-07-28T03:10:00Z,2021-07-27,23:10:00,shallow,0,NA,NA,NA
2021-07-28T03:20:00Z,2021-07-27,23:20:00,shallow,0,NA,NA,NA
2021-07-28T03:30:00Z,2021-07-27,23:30:00,shallow,0,NA,NA,NA
2021-07-28T03:40:00Z,2021-07-27,23:40:00,shallow,0,NA,NA,NA
2021-07-28T03:50:00Z,2021-07-27,23:50:00,shallow,0,NA,NA,NA
2021-07-28T04:00:00Z,2021-07-27,24:00:00,shallow,0,NA,NA,NA
2021-07-28T00:00:00Z,2021-07-28,NA,deep,NA,7.22,29.26,NA
2021-07-28T00:00:00Z,2021-07-28,NA,deep,NA,7.34,29.26,NA
2021-07-28T00:00:00Z,2021-07-28,NA,deep,NA,7.28,29.26,NA
2021-07-28T00:00:00Z,2021-07-28,NA,deep,NA,7.3,29.26,NA
2021-07-28T00:00:00Z,2021-07-28,NA,deep,NA,7.27,29.26,NA
2021-07-28T00:00:00Z,2021-07-28,NA,deep,NA,7.3,29.26,NA
2021-07-28T00:00:00Z,2021-07-28,NA,deep,NA,7.38,29.26,NA
2021-07-28T00:00:00Z,2021-07-28,NA,deep,NA,7.35,29.26,NA
2021-07-28T00:00:00Z,2021-07-28,NA,deep,NA,7.33,29.26,NA
2021-07-28T00:00:00Z,2021-07-28,NA,deep,NA,7.25,29.28,NA
2021-07-28T00:00:00Z,2021-07-28,NA,deep,NA,7.28,29.28,NA
2021-07-28T00:00:00Z,2021-07-28,NA,deep,NA,7.37,29.28,NA
2021-07-28T01:00:00Z,2021-07-28,NA,deep,NA,7.16,29.28,NA
2021-07-28T01:00:00Z,2021-07-28,NA,deep,NA,7.12,29.28,NA
2021-07-28T01:00:00Z,2021-07-28,NA,deep,NA,6.88,29.28,NA
2021-07-28T01:00:00Z,2021-07-28,NA,deep,NA,7.05,29.28,NA
2021-07-28T01:00:00Z,2021-07-28,NA,deep,NA,6.96,29.28,NA
2021-07-28T01:00:00Z,2021-07-28,NA,deep,NA,6.96,29.28,NA
2021-07-28T01:00:00Z,2021-07-28,NA,deep,NA,7,29.28,NA
2021-07-28T01:00:00Z,2021-07-28,NA,deep,NA,7.23,29.3,NA
2021-07-28T01:00:00Z,2021-07-28,NA,deep,NA,7.28,29.3,NA
2021-07-28T01:00:00Z,2021-07-28,NA,deep,NA,7.04,29.3,NA
2021-07-28T01:00:00Z,2021-07-28,NA,deep,NA,7.09,29.3,NA
2021-07-28T01:00:00Z,2021-07-28,NA,deep,NA,6.97,29.3,NA
2021-07-28T02:00:00Z,2021-07-28,NA,deep,NA,7.32,29.32,NA
2021-07-28T02:00:00Z,2021-07-28,NA,deep,NA,7.06,29.32,NA
2021-07-28T02:00:00Z,2021-07-28,NA,deep,NA,7.24,29.32,NA
2021-07-28T02:00:00Z,2021-07-28,NA,deep,NA,7.21,29.32,NA
2021-07-28T02:00:00Z,2021-07-28,NA,deep,NA,7.2,29.32,NA
2021-07-28T02:00:00Z,2021-07-28,NA,deep,NA,7.32,29.32,NA
2021-07-28T02:00:00Z,2021-07-28,NA,deep,NA,6.99,29.32,NA
2021-07-28T02:00:00Z,2021-07-28,NA,deep,NA,7.06,29.32,NA
2021-07-28T02:00:00Z,2021-07-28,NA,deep,NA,7.28,29.32,NA
2021-07-28T02:00:00Z,2021-07-28,NA,deep,NA,7.25,29.34,NA
2021-07-28T02:00:00Z,2021-07-28,NA,deep,NA,7.38,29.34,NA
2021-07-28T02:00:00Z,2021-07-28,NA,deep,NA,7.62,29.36,NA
2021-07-28T03:00:00Z,2021-07-28,NA,deep,NA,7.68,29.36,NA
2021-07-28T03:00:00Z,2021-07-28,NA,deep,NA,7.68,29.36,NA
2021-07-28T03:00:00Z,2021-07-28,NA,deep,NA,7.67,29.36,NA
2021-07-28T03:00:00Z,2021-07-28,NA,deep,NA,7.59,29.36,NA
2021-07-28T03:00:00Z,2021-07-28,NA,deep,NA,7.51,29.36,NA
2021-07-28T03:00:00Z,2021-07-28,NA,deep,NA,7.44,29.36,NA
2021-07-28T03:00:00Z,2021-07-28,NA,deep,NA,7.62,29.36,NA
2021-07-28T03:00:00Z,2021-07-28,NA,deep,NA,7.64,29.36,NA
2021-07-28T03:00:00Z,2021-07-28,NA,deep,NA,7.37,29.36,NA
2021-07-28T03:00:00Z,2021-07-28,NA,deep,NA,7.38,29.36,NA
2021-07-28T03:00:00Z,2021-07-28,NA,deep,NA,7.38,29.36,NA
2021-07-28T03:00:00Z,2021-07-28,NA,deep,NA,7.49,29.34,NA
2021-07-28T04:00:00Z,2021-07-28,NA,deep,NA,7.53,29.34,NA
2021-07-28T04:00:00Z,2021-07-28,NA,deep,NA,7.53,29.34,NA
2021-07-28T04:00:00Z,2021-07-28,NA,deep,NA,7.46,29.34,NA
2021-07-28T04:00:00Z,2021-07-28,NA,deep,NA,7.47,29.34,NA
2021-07-28T04:00:00Z,2021-07-28,NA,deep,NA,7.49,29.34,NA
2021-07-28T04:00:00Z,2021-07-28,NA,deep,NA,7.44,29.34,NA
2021-07-28T04:00:00Z,2021-07-28,NA,deep,NA,7.4,29.34,NA
2021-07-28T04:00:00Z,2021-07-28,NA,deep,NA,7.4,29.34,NA
2021-07-28T04:00:00Z,2021-07-28,NA,deep,NA,7.34,29.34,NA
2021-07-28T04:00:00Z,2021-07-28,NA,deep,NA,7.33,29.34,NA
2021-07-28T04:00:00Z,2021-07-28,NA,deep,NA,7.34,29.32,NA
2021-07-28T04:00:00Z,2021-07-28,NA,deep,NA,7.42,29.32,NA
2021-07-28T04:10:00Z,2021-07-28,00:10:00,deep,0,NA,NA,NA
2021-07-28T04:20:00Z,2021-07-28,00:20:00,deep,0,NA,NA,NA
2021-07-28T04:30:00Z,2021-07-28,00:30:00,deep,0,NA,NA,NA
2021-07-28T04:40:00Z,2021-07-28,00:40:00,deep,0,NA,NA,NA
2021-07-28T04:50:00Z,2021-07-28,00:50:00,deep,0,NA,NA,NA
2021-07-28T05:00:00Z,2021-07-28,01:00:00,deep,0,7.19,29.32,NA
2021-07-28T05:00:00Z,2021-07-28,01:00:00,deep,0,7.13,29.32,NA
2021-07-28T05:00:00Z,2021-07-28,01:00:00,deep,0,7.14,29.32,NA
2021-07-28T05:00:00Z,2021-07-28,01:00:00,deep,0,7.27,29.32,NA
2021-07-28T05:00:00Z,2021-07-28,01:00:00,deep,0,7.17,29.32,NA
2021-07-28T05:00:00Z,2021-07-28,01:00:00,deep,0,7.15,29.32,NA
2021-07-28T05:00:00Z,2021-07-28,01:00:00,deep,0,7.33,29.32,NA
2021-07-28T05:00:00Z,2021-07-28,01:00:00,deep,0,7.14,29.32,NA
2021-07-28T05:00:00Z,2021-07-28,01:00:00,deep,0,7.17,29.32,NA
2021-07-28T05:00:00Z,2021-07-28,01:00:00,deep,0,7.22,29.32,NA
2021-07-28T05:00:00Z,2021-07-28,01:00:00,deep,0,7.2,29.32,NA
2021-07-28T05:00:00Z,2021-07-28,01:00:00,deep,0,7.15,29.32,NA
2021-07-28T05:10:00Z,2021-07-28,01:10:00,deep,0,NA,NA,NA
2021-07-28T05:20:00Z,2021-07-28,01:20:00,deep,0,NA,NA,NA
2021-07-28T05:30:00Z,2021-07-28,01:30:00,deep,0,NA,NA,NA
2021-07-28T05:40:00Z,2021-07-28,01:40:00,deep,0,NA,NA,NA
2021-07-28T05:50:00Z,2021-07-28,01:50:00,deep,0,NA,NA,NA
2021-07-28T06:00:00Z,2021-07-28,02:00:00,deep,0,7.28,29.32,NA
2021-07-28T06:00:00Z,2021-07-28,02:00:00,deep,0,7.33,29.32,NA
2021-07-28T06:00:00Z,2021-07-28,02:00:00,deep,0,7.19,29.32,NA
2021-07-28T06:00:00Z,2021-07-28,02:00:00,deep,0,7.2,29.32,NA
2021-07-28T06:00:00Z,2021-07-28,02:00:00,deep,0,7.21,29.32,NA
2021-07-28T06:00:00Z,2021-07-28,02:00:00,deep,0,7.29,29.34,NA
2021-07-28T06:00:00Z,2021-07-28,02:00:00,deep,0,7.21,29.32,NA
2021-07-28T06:00:00Z,2021-07-28,02:00:00,deep,0,7.2,29.32,NA
2021-07-28T06:00:00Z,2021-07-28,02:00:00,deep,0,7.19,29.32,NA
2021-07-28T06:00:00Z,2021-07-28,02:00:00,deep,0,7.2,29.34,NA
2021-07-28T06:00:00Z,2021-07-28,02:00:00,deep,0,7.2,29.34,NA
2021-07-28T06:00:00Z,2021-07-28,02:00:00,deep,0,7.22,29.34,NA
2021-07-28T06:10:00Z,2021-07-28,02:10:00,deep,0,NA,NA,NA
2021-07-28T06:20:00Z,2021-07-28,02:20:00,deep,0,NA,NA,NA
2021-07-28T06:30:00Z,2021-07-28,02:30:00,deep,0,NA,NA,NA
2021-07-28T06:40:00Z,2021-07-28,02:40:00,deep,0,NA,NA,NA
2021-07-28T06:50:00Z,2021-07-28,02:50:00,deep,0,NA,NA,NA
2021-07-28T07:00:00Z,2021-07-28,03:00:00,deep,0,7.31,29.32,NA
2021-07-28T07:00:00Z,2021-07-28,03:00:00,deep,0,7.15,29.32,NA
2021-07-28T07:00:00Z,2021-07-28,03:00:00,deep,0,7.14,29.32,NA
2021-07-28T07:00:00Z,2021-07-28,03:00:00,deep,0,7.23,29.32,NA
2021-07-28T07:00:00Z,2021-07-28,03:00:00,deep,0,7.29,29.32,NA
2021-07-28T07:00:00Z,2021-07-28,03:00:00,deep,0,7.16,29.32,NA
2021-07-28T07:00:00Z,2021-07-28,03:00:00,deep,0,7.28,29.32,NA
2021-07-28T07:00:00Z,2021-07-28,03:00:00,deep,0,7.16,29.32,NA
2021-07-28T07:00:00Z,2021-07-28,03:00:00,deep,0,7.17,29.32,NA
2021-07-28T07:00:00Z,2021-07-28,03:00:00,deep,0,7.22,29.32,NA
2021-07-28T07:00:00Z,2021-07-28,03:00:00,deep,0,7.13,29.32,NA
2021-07-28T07:00:00Z,2021-07-28,03:00:00,deep,0,7.2,29.32,NA
2021-07-28T07:10:00Z,2021-07-28,03:10:00,deep,0,NA,NA,NA
2021-07-28T07:20:00Z,2021-07-28,03:20:00,deep,0,NA,NA,NA
2021-07-28T07:30:00Z,2021-07-28,03:30:00,deep,0,NA,NA,NA
2021-07-28T07:40:00Z,2021-07-28,03:40:00,deep,0,NA,NA,NA
2021-07-28T07:50:00Z,2021-07-28,03:50:00,deep,0,NA,NA,NA
2021-07-28T08:00:00Z,2021-07-28,04:00:00,deep,0,7.2,29.32,NA
2021-07-28T08:00:00Z,2021-07-28,04:00:00,deep,0,7.13,29.32,NA
2021-07-28T08:00:00Z,2021-07-28,04:00:00,deep,0,7.17,29.32,NA
2021-07-28T08:00:00Z,2021-07-28,04:00:00,deep,0,7.24,29.32,NA
2021-07-28T08:00:00Z,2021-07-28,04:00:00,deep,0,7.17,29.32,NA
2021-07-28T08:00:00Z,2021-07-28,04:00:00,deep,0,7.16,29.32,NA
2021-07-28T08:00:00Z,2021-07-28,04:00:00,deep,0,7.24,29.32,NA
2021-07-28T08:00:00Z,2021-07-28,04:00:00,deep,0,7.17,29.32,NA
2021-07-28T08:00:00Z,2021-07-28,04:00:00,deep,0,7.25,29.32,NA
2021-07-28T08:00:00Z,2021-07-28,04:00:00,deep,0,7.31,29.32,NA
2021-07-28T08:00:00Z,2021-07-28,04:00:00,deep,0,7.15,29.32,NA
2021-07-28T08:00:00Z,2021-07-28,04:00:00,deep,0,7.28,29.32,NA
2021-07-28T08:10:00Z,2021-07-28,04:10:00,deep,0,NA,NA,NA
2021-07-28T08:20:00Z,2021-07-28,04:20:00,deep,0,NA,NA,NA
2021-07-28T08:30:00Z,2021-07-28,04:30:00,deep,0,NA,NA,NA
2021-07-28T08:40:00Z,2021-07-28,04:40:00,deep,0,NA,NA,NA
2021-07-28T08:50:00Z,2021-07-28,04:50:00,deep,0,NA,NA,NA
2021-07-28T09:00:00Z,2021-07-28,05:00:00,deep,0,7.18,29.32,0
2021-07-28T09:00:00Z,2021-07-28,05:00:00,deep,0,7.25,29.32,0
2021-07-28T09:00:00Z,2021-07-28,05:00:00,deep,0,7.22,29.32,0
2021-07-28T09:00:00Z,2021-07-28,05:00:00,deep,0,7.24,29.32,0
2021-07-28T09:00:00Z,2021-07-28,05:00:00,deep,0,7.22,29.32,0
2021-07-28T09:00:00Z,2021-07-28,05:00:00,deep,0,7.23,29.32,0
2021-07-28T09:00:00Z,2021-07-28,05:00:00,deep,0,7.27,29.32,0
2021-07-28T09:00:00Z,2021-07-28,05:00:00,deep,0,7.3,29.32,0
2021-07-28T09:00:00Z,2021-07-28,05:00:00,deep,0,7.28,29.32,0
2021-07-28T09:00:00Z,2021-07-28,05:00:00,deep,0,7.25,29.32,0
2021-07-28T09:00:00Z,2021-07-28,05:00:00,deep,0,7.21,29.32,0
2021-07-28T09:00:00Z,2021-07-28,05:00:00,deep,0,7.31,29.32,0
2021-07-28T09:10:00Z,2021-07-28,05:10:00,deep,0,NA,NA,0
2021-07-28T09:20:00Z,2021-07-28,05:20:00,deep,0,NA,NA,0
2021-07-28T09:30:00Z,2021-07-28,05:30:00,deep,0,NA,NA,0
2021-07-28T09:40:00Z,2021-07-28,05:40:00,deep,0,NA,NA,0
2021-07-28T09:50:00Z,2021-07-28,05:50:00,deep,0,NA,NA,0
2021-07-28T10:00:00Z,2021-07-28,06:00:00,deep,0,7.54,29.34,0
2021-07-28T10:00:00Z,2021-07-28,06:00:00,deep,0,7.4,29.34,0
2021-07-28T10:00:00Z,2021-07-28,06:00:00,deep,0,7.67,29.36,0
2021-07-28T10:00:00Z,2021-07-28,06:00:00,deep,0,7.53,29.34,0
2021-07-28T10:00:00Z,2021-07-28,06:00:00,deep,0,7.57,29.34,0
2021-07-28T10:00:00Z,2021-07-28,06:00:00,deep,0,7.45,29.34,0
2021-07-28T10:00:00Z,2021-07-28,06:00:00,deep,0,7.67,29.36,0
2021-07-28T10:00:00Z,2021-07-28,06:00:00,deep,0,7.67,29.36,0
2021-07-28T10:00:00Z,2021-07-28,06:00:00,deep,0,7.64,29.36,0
2021-07-28T10:00:00Z,2021-07-28,06:00:00,deep,0,7.37,29.32,0
2021-07-28T10:00:00Z,2021-07-28,06:00:00,deep,0,7.32,29.32,0
2021-07-28T10:00:00Z,2021-07-28,06:00:00,deep,0,7.7,29.36,0
2021-07-28T10:10:00Z,2021-07-28,06:10:00,deep,0,NA,NA,0
2021-07-28T10:20:00Z,2021-07-28,06:20:00,deep,0,NA,NA,0
2021-07-28T10:30:00Z,2021-07-28,06:30:00,deep,4,NA,NA,4
2021-07-28T10:40:00Z,2021-07-28,06:40:00,deep,9,NA,NA,9
2021-07-28T10:50:00Z,2021-07-28,06:50:00,deep,16,NA,NA,16
2021-07-28T11:00:00Z,2021-07-28,07:00:00,deep,23,7.68,29.4,23
2021-07-28T11:00:00Z,2021-07-28,07:00:00,deep,23,7.68,29.38,23
2021-07-28T11:00:00Z,2021-07-28,07:00:00,deep,23,7.68,29.4,23
2021-07-28T11:00:00Z,2021-07-28,07:00:00,deep,23,7.69,29.38,23
2021-07-28T11:00:00Z,2021-07-28,07:00:00,deep,23,7.69,29.42,23
2021-07-28T11:00:00Z,2021-07-28,07:00:00,deep,23,7.67,29.4,23
2021-07-28T11:00:00Z,2021-07-28,07:00:00,deep,23,7.73,29.42,23
2021-07-28T11:00:00Z,2021-07-28,07:00:00,deep,23,7.68,29.38,23
2021-07-28T11:00:00Z,2021-07-28,07:00:00,deep,23,7.71,29.42,23
2021-07-28T11:00:00Z,2021-07-28,07:00:00,deep,23,7.71,29.42,23
2021-07-28T11:00:00Z,2021-07-28,07:00:00,deep,23,7.74,29.44,23
2021-07-28T11:00:00Z,2021-07-28,07:00:00,deep,23,7.74,29.42,23
2021-07-28T11:10:00Z,2021-07-28,07:10:00,deep,32,NA,NA,32
2021-07-28T11:20:00Z,2021-07-28,07:20:00,deep,39,NA,NA,39
2021-07-28T11:30:00Z,2021-07-28,07:30:00,deep,34,NA,NA,34
2021-07-28T11:40:00Z,2021-07-28,07:40:00,deep,64,NA,NA,64
2021-07-28T11:50:00Z,2021-07-28,07:50:00,deep,76,NA,NA,76
2021-07-28T12:00:00Z,2021-07-28,08:00:00,deep,89,7.77,29.44,89
2021-07-28T12:00:00Z,2021-07-28,08:00:00,deep,89,7.77,29.46,89
2021-07-28T12:00:00Z,2021-07-28,08:00:00,deep,89,7.78,29.46,89
2021-07-28T12:00:00Z,2021-07-28,08:00:00,deep,89,7.77,29.44,89
2021-07-28T12:00:00Z,2021-07-28,08:00:00,deep,89,7.81,29.46,89
2021-07-28T12:00:00Z,2021-07-28,08:00:00,deep,89,7.78,29.46,89
2021-07-28T12:00:00Z,2021-07-28,08:00:00,deep,89,7.77,29.46,89
2021-07-28T12:00:00Z,2021-07-28,08:00:00,deep,89,7.79,29.46,89
2021-07-28T12:00:00Z,2021-07-28,08:00:00,deep,89,7.77,29.44,89
2021-07-28T12:00:00Z,2021-07-28,08:00:00,deep,89,7.79,29.44,89
2021-07-28T12:00:00Z,2021-07-28,08:00:00,deep,89,7.75,29.44,89
2021-07-28T12:00:00Z,2021-07-28,08:00:00,deep,89,7.83,29.46,89
2021-07-28T12:10:00Z,2021-07-28,08:10:00,deep,102,NA,NA,102
2021-07-28T12:20:00Z,2021-07-28,08:20:00,deep,117,NA,NA,117
2021-07-28T12:30:00Z,2021-07-28,08:30:00,deep,131,NA,NA,131
2021-07-28T12:40:00Z,2021-07-28,08:40:00,deep,146,NA,NA,146
2021-07-28T12:50:00Z,2021-07-28,08:50:00,deep,163,NA,NA,163
2021-07-28T13:00:00Z,2021-07-28,09:00:00,deep,175,7.83,29.48,175
2021-07-28T13:00:00Z,2021-07-28,09:00:00,deep,175,7.83,29.48,175
2021-07-28T13:00:00Z,2021-07-28,09:00:00,deep,175,7.82,29.48,175
2021-07-28T13:00:00Z,2021-07-28,09:00:00,deep,175,7.83,29.48,175
2021-07-28T13:00:00Z,2021-07-28,09:00:00,deep,175,7.84,29.5,175
2021-07-28T13:00:00Z,2021-07-28,09:00:00,deep,175,7.82,29.48,175
2021-07-28T13:00:00Z,2021-07-28,09:00:00,deep,175,7.82,29.48,175
2021-07-28T13:00:00Z,2021-07-28,09:00:00,deep,175,7.83,29.48,175
2021-07-28T13:00:00Z,2021-07-28,09:00:00,deep,175,7.83,29.48,175
2021-07-28T13:00:00Z,2021-07-28,09:00:00,deep,175,7.84,29.48,175
2021-07-28T13:00:00Z,2021-07-28,09:00:00,deep,175,7.83,29.48,175
2021-07-28T13:00:00Z,2021-07-28,09:00:00,deep,175,7.83,29.48,175
2021-07-28T13:10:00Z,2021-07-28,09:10:00,deep,193,NA,NA,193
2021-07-28T13:20:00Z,2021-07-28,09:20:00,deep,211,NA,NA,211
2021-07-28T13:30:00Z,2021-07-28,09:30:00,deep,226,NA,NA,226
2021-07-28T13:40:00Z,2021-07-28,09:40:00,deep,253,NA,NA,253
2021-07-28T13:50:00Z,2021-07-28,09:50:00,deep,282,NA,NA,282
2021-07-28T14:00:00Z,2021-07-28,10:00:00,deep,300,7.84,29.5,300
2021-07-28T14:00:00Z,2021-07-28,10:00:00,deep,300,7.82,29.5,300
2021-07-28T14:00:00Z,2021-07-28,10:00:00,deep,300,7.84,29.48,300
2021-07-28T14:00:00Z,2021-07-28,10:00:00,deep,300,7.84,29.48,300
2021-07-28T14:00:00Z,2021-07-28,10:00:00,deep,300,7.82,29.5,300
2021-07-28T14:00:00Z,2021-07-28,10:00:00,deep,300,7.83,29.5,300
2021-07-28T14:00:00Z,2021-07-28,10:00:00,deep,300,7.83,29.5,300
2021-07-28T14:00:00Z,2021-07-28,10:00:00,deep,300,7.81,29.5,300
2021-07-28T14:00:00Z,2021-07-28,10:00:00,deep,300,7.84,29.5,300
2021-07-28T14:00:00Z,2021-07-28,10:00:00,deep,300,7.81,29.5,300
2021-07-28T14:00:00Z,2021-07-28,10:00:00,deep,300,7.85,29.5,300
2021-07-28T14:00:00Z,2021-07-28,10:00:00,deep,300,7.83,29.5,300
2021-07-28T14:10:00Z,2021-07-28,10:10:00,deep,316,NA,NA,316
2021-07-28T14:20:00Z,2021-07-28,10:20:00,deep,331,NA,NA,331
2021-07-28T14:30:00Z,2021-07-28,10:30:00,deep,349,NA,NA,349
2021-07-28T14:40:00Z,2021-07-28,10:40:00,deep,369,NA,NA,369
2021-07-28T14:50:00Z,2021-07-28,10:50:00,deep,382,NA,NA,382
2021-07-28T15:00:00Z,2021-07-28,11:00:00,deep,401,7.85,29.5,401
2021-07-28T15:00:00Z,2021-07-28,11:00:00,deep,401,7.81,29.5,401
2021-07-28T15:00:00Z,2021-07-28,11:00:00,deep,401,7.85,29.5,401
2021-07-28T15:00:00Z,2021-07-28,11:00:00,deep,401,7.85,29.5,401
2021-07-28T15:00:00Z,2021-07-28,11:00:00,deep,401,7.85,29.5,401
2021-07-28T15:00:00Z,2021-07-28,11:00:00,deep,401,7.85,29.5,401
2021-07-28T15:00:00Z,2021-07-28,11:00:00,deep,401,7.85,29.5,401
2021-07-28T15:00:00Z,2021-07-28,11:00:00,deep,401,7.81,29.5,401
2021-07-28T15:00:00Z,2021-07-28,11:00:00,deep,401,7.83,29.5,401
2021-07-28T15:00:00Z,2021-07-28,11:00:00,deep,401,7.84,29.5,401
2021-07-28T15:00:00Z,2021-07-28,11:00:00,deep,401,7.84,29.5,401
2021-07-28T15:00:00Z,2021-07-28,11:00:00,deep,401,7.88,29.5,401
2021-07-28T15:10:00Z,2021-07-28,11:10:00,deep,414,NA,NA,414
2021-07-28T15:20:00Z,2021-07-28,11:20:00,deep,425,NA,NA,425
2021-07-28T15:30:00Z,2021-07-28,11:30:00,deep,436,NA,NA,436
2021-07-28T15:40:00Z,2021-07-28,11:40:00,deep,409,NA,NA,409
2021-07-28T15:50:00Z,2021-07-28,11:50:00,deep,441,NA,NA,441
2021-07-28T16:00:00Z,2021-07-28,12:00:00,deep,446,7.82,29.5,446
2021-07-28T16:00:00Z,2021-07-28,12:00:00,deep,446,7.79,29.48,446
2021-07-28T16:00:00Z,2021-07-28,12:00:00,deep,446,7.82,29.5,446
2021-07-28T16:00:00Z,2021-07-28,12:00:00,deep,446,7.85,29.5,446
2021-07-28T16:00:00Z,2021-07-28,12:00:00,deep,446,7.85,29.5,446
2021-07-28T16:00:00Z,2021-07-28,12:00:00,deep,446,7.84,29.5,446
2021-07-28T16:00:00Z,2021-07-28,12:00:00,deep,446,7.79,29.5,446
2021-07-28T16:00:00Z,2021-07-28,12:00:00,deep,446,7.76,29.48,446
2021-07-28T16:00:00Z,2021-07-28,12:00:00,deep,446,7.79,29.5,446
2021-07-28T16:00:00Z,2021-07-28,12:00:00,deep,446,7.78,29.5,446
2021-07-28T16:00:00Z,2021-07-28,12:00:00,deep,446,7.77,29.5,446
2021-07-28T16:00:00Z,2021-07-28,12:00:00,deep,446,7.77,29.5,446
2021-07-28T16:10:00Z,2021-07-28,12:10:00,deep,413,NA,NA,413
2021-07-28T16:20:00Z,2021-07-28,12:20:00,deep,432,NA,NA,432
2021-07-28T16:30:00Z,2021-07-28,12:30:00,deep,460,NA,NA,460
2021-07-28T16:40:00Z,2021-07-28,12:40:00,deep,434,NA,NA,434
2021-07-28T16:50:00Z,2021-07-28,12:50:00,deep,414,NA,NA,414
2021-07-28T17:00:00Z,2021-07-28,13:00:00,deep,424,7.77,29.5,424
2021-07-28T17:00:00Z,2021-07-28,13:00:00,deep,424,7.76,29.5,424
2021-07-28T17:00:00Z,2021-07-28,13:00:00,deep,424,7.76,29.5,424
2021-07-28T17:00:00Z,2021-07-28,13:00:00,deep,424,7.75,29.5,424
2021-07-28T17:00:00Z,2021-07-28,13:00:00,deep,424,7.74,29.5,424
2021-07-28T17:00:00Z,2021-07-28,13:00:00,deep,424,7.75,29.5,424
2021-07-28T17:00:00Z,2021-07-28,13:00:00,deep,424,7.75,29.5,424
2021-07-28T17:00:00Z,2021-07-28,13:00:00,deep,424,7.74,29.5,424
2021-07-28T17:00:00Z,2021-07-28,13:00:00,deep,424,7.75,29.48,424
2021-07-28T17:00:00Z,2021-07-28,13:00:00,deep,424,7.73,29.48,424
2021-07-28T17:00:00Z,2021-07-28,13:00:00,deep,424,7.73,29.48,424
2021-07-28T17:00:00Z,2021-07-28,13:00:00,deep,424,7.74,29.5,424
2021-07-28T17:10:00Z,2021-07-28,13:10:00,deep,420,NA,NA,420
2021-07-28T17:20:00Z,2021-07-28,13:20:00,deep,431,NA,NA,431
2021-07-28T17:30:00Z,2021-07-28,13:30:00,deep,417,NA,NA,417
2021-07-28T17:40:00Z,2021-07-28,13:40:00,deep,225,NA,NA,225
2021-07-28T17:50:00Z,2021-07-28,13:50:00,deep,399,NA,NA,399
2021-07-28T18:00:00Z,2021-07-28,14:00:00,deep,122,7.7,29.48,122
2021-07-28T18:00:00Z,2021-07-28,14:00:00,deep,122,7.71,29.48,122
2021-07-28T18:00:00Z,2021-07-28,14:00:00,deep,122,7.71,29.48,122
2021-07-28T18:00:00Z,2021-07-28,14:00:00,deep,122,7.7,29.48,122
2021-07-28T18:00:00Z,2021-07-28,14:00:00,deep,122,7.67,29.48,122
2021-07-28T18:00:00Z,2021-07-28,14:00:00,deep,122,7.65,29.48,122
2021-07-28T18:00:00Z,2021-07-28,14:00:00,deep,122,7.67,29.48,122
2021-07-28T18:00:00Z,2021-07-28,14:00:00,deep,122,7.7,29.48,122
2021-07-28T18:00:00Z,2021-07-28,14:00:00,deep,122,7.65,29.48,122
