datetime,date,time,depth,LightRaw,DO_mg.L,Temp_C,daylight
2021-07-13T14:10:00Z,2021-07-13,10:10:00,shallow,174,NA,NA,174
2021-07-13T14:20:00Z,2021-07-13,10:20:00,shallow,500,NA,NA,500
2021-07-13T14:30:00Z,2021-07-13,10:30:00,shallow,1131,NA,NA,1131
2021-07-13T14:40:00Z,2021-07-13,10:40:00,shallow,1309,NA,NA,1309
2021-07-13T14:50:00Z,2021-07-13,10:50:00,shallow,866,NA,NA,866
2021-07-13T15:00:00Z,2021-07-13,11:00:00,shallow,601,NA,NA,601
2021-07-13T15:10:00Z,2021-07-13,11:10:00,shallow,616,NA,NA,616
2021-07-13T15:20:00Z,2021-07-13,11:20:00,shallow,1281,NA,NA,1281
2021-07-13T15:30:00Z,2021-07-13,11:30:00,shallow,1207,NA,NA,1207
2021-07-13T15:40:00Z,2021-07-13,11:40:00,shallow,1125,NA,NA,1125
2021-07-13T15:50:00Z,2021-07-13,11:50:00,shallow,1503,NA,NA,1503
2021-07-13T16:00:00Z,2021-07-13,12:00:00,shallow,1585,NA,NA,1585
2021-07-13T16:10:00Z,2021-07-13,12:10:00,shallow,1527,NA,NA,1527
2021-07-13T16:20:00Z,2021-07-13,12:20:00,shallow,1527,NA,NA,1527
2021-07-13T16:30:00Z,2021-07-13,12:30:00,shallow,1481,NA,NA,1481
2021-07-13T16:40:00Z,2021-07-13,12:40:00,shallow,1558,NA,NA,1558
2021-07-13T16:50:00Z,2021-07-13,12:50:00,shallow,1530,NA,NA,1530
2021-07-13T17:00:00Z,2021-07-13,13:00:00,shallow,1098,NA,NA,1098
2021-07-13T17:10:00Z,2021-07-13,13:10:00,shallow,1552,NA,NA,1552
2021-07-13T17:20:00Z,2021-07-13,13:20:00,shallow,1494,NA,NA,1494
2021-07-13T17:30:00Z,2021-07-13,13:30:00,shallow,1115,NA,NA,1115
2021-07-13T17:40:00Z,2021-07-13,13:40:00,shallow,1106,NA,NA,1106
2021-07-13T17:50:00Z,2021-07-13,13:50:00,shallow,1336,NA,NA,1336
2021-07-13T18:00:00Z,2021-07-13,14:00:00,shallow,1010,NA,NA,1010
2021-07-13T18:10:00Z,2021-07-13,14:10:00,shallow,658,NA,NA,658
2021-07-13T18:20:00Z,2021-07-13,14:20:00,shallow,591,NA,NA,591
2021-07-13T18:30:00Z,2021-07-13,14:30:00,shallow,764,NA,NA,764
2021-07-13T18:40:00Z,2021-07-13,14:40:00,shallow,627,NA,NA,627
2021-07-13T18:50:00Z,2021-07-13,14:50:00,shallow,873,NA,NA,873
2021-07-13T19:00:00Z,2021-07-13,15:00:00,shallow,654,NA,NA,654
2021-07-13T19:10:00Z,2021-07-13,15:10:00,shallow,356,NA,NA,356
2021-07-13T19:20:00Z,2021-07-13,15:20:00,shallow,468,NA,NA,468
2021-07-13T19:30:00Z,2021-07-13,15:30:00,shallow,460,NA,NA,460
2021-07-13T19:40:00Z,2021-07-13,15:40:00,shallow,241,NA,NA,241
2021-07-13T19:50:00Z,2021-07-13,15:50:00,shallow,308,NA,NA,308
2021-07-13T20:00:00Z,2021-07-13,16:00:00,shallow,250,NA,NA,250
2021-07-13T20:10:00Z,2021-07-13,16:10:00,shallow,202,NA,NA,202
2021-07-13T20:20:00Z,2021-07-13,16:20:00,shallow,197,NA,NA,197
2021-07-13T20:30:00Z,2021-07-13,16:30:00,shallow,235,NA,NA,235
2021-07-13T20:40:00Z,2021-07-13,16:40:00,shallow,248,NA,NA,248
2021-07-13T20:50:00Z,2021-07-13,16:50:00,shallow,281,NA,NA,281
2021-07-13T21:00:00Z,2021-07-13,17:00:00,shallow,432,NA,NA,432
2021-07-13T21:10:00Z,2021-07-13,17:10:00,shallow,277,NA,NA,277
2021-07-13T21:20:00Z,2021-07-13,17:20:00,shallow,268,NA,NA,268
2021-07-13T21:30:00Z,2021-07-13,17:30:00,shallow,195,NA,NA,195
2021-07-13T21:40:00Z,2021-07-13,17:40:00,shallow,173,NA,NA,173
2021-07-13T21:50:00Z,2021-07-13,17:50:00,shallow,105,NA,NA,105
2021-07-13T22:00:00Z,2021-07-13,18:00:00,shallow,90,NA,NA,90
2021-07-13T22:10:00Z,2021-07-13,18:10:00,shallow,88,NA,NA,88
2021-07-13T22:20:00Z,2021-07-13,18:20:00,shallow,51,NA,NA,51
2021-07-13T22:30:00Z,2021-07-13,18:30:00,shallow,30,NA,NA,30
2021-07-13T22:40:00Z,2021-07-13,18:40:00,shallow,20,NA,NA,20
2021-07-13T22:50:00Z,2021-07-13,18:50:00,shallow,16,NA,NA,16
2021-07-13T23:00:00Z,2021-07-13,19:00:00,shallow,3,NA,NA,3
2021-07-13T23:10:00Z,2021-07-13,19:10:00,shallow,0,NA,NA,NA
2021-07-13T23:20:00Z,2021-07-13,19:20:00,shallow,0,NA,NA,NA
2021-07-13T23:30:00Z,2021-07-13,19:30:00,shallow,0,NA,NA,NA
2021-07-13T23:40:00Z,2021-07-13,19:40:00,shallow,0,NA,NA,NA
2021-07-13T23:50:00Z,2021-07-13,19:50:00,shallow,0,NA,NA,NA
2021-07-14T00:00:00Z,2021-07-13,20:00:00,shallow,0,NA,NA,NA
2021-07-14T00:10:00Z,2021-07-13,20:10:00,shallow,0,NA,NA,NA
2021-07-14T00:20:00Z,2021-07-13,20:20:00,shallow,0,NA,NA,NA
2021-07-14T00:30:00Z,2021-07-13,20:30:00,shallow,0,NA,NA,NA
2021-07-14T00:40:00Z,2021-07-13,20:40:00,shallow,0,NA,NA,NA
2021-07-14T00:50:00Z,2021-07-13,20:50:00,shallow,0,NA,NA,NA
2021-07-14T01:00:00Z,2021-07-13,21:00:00,shallow,0,NA,NA,NA
2021-07-14T01:10:00Z,2021-07-13,21:10:00,shallow,0,NA,NA,NA
2021-07-14T01:20:00Z,2021-07-13,21:20:00,shallow,0,NA,NA,NA
2021-07-14T01:30:00Z,2021-07-13,21:30:00,shallow,0,NA,NA,NA
2021-07-14T01:40:00Z,2021-07-13,21:40:00,shallow,0,NA,NA,NA
2021-07-14T01:50:00Z,2021-07-13,21:50:00,shallow,0,NA,NA,NA
2021-07-14T02:00:00Z,2021-07-13,22:00:00,shallow,0,NA,NA,NA
2021-07-14T02:10:00Z,2021-07-13,22:10:00,shallow,0,NA,NA,NA
2021-07-14T02:20:00Z,2021-07-13,22:20:00,shallow,0,NA,NA,NA
2021-07-14T02:30:00Z,2021-07-13,22:30:00,shallow,0,NA,NA,NA
2021-07-14T02:40:00Z,2021-07-13,22:40:00,shallow,0,NA,NA,NA
2021-07-14T02:50:00Z,2021-07-13,22:50:00,shallow,0,NA,NA,NA
2021-07-14T03:00:00Z,2021-07-13,23:00:00,shallow,0,NA,NA,NA
2021-07-14T03:10:00Z,2021-07-13,23:10:00,shallow,0,NA,NA,NA
2021-07-14T03:20:00Z,2021-07-13,23:20:00,shallow,0,NA,NA,NA
2021-07-14T03:30:00Z,2021-07-13,23:30:00,shallow,0,NA,NA,NA
2021-07-14T03:40:00Z,2021-07-13,23:40:00,shallow,0,NA,NA,NA
2021-07-14T03:50:00Z,2021-07-13,23:50:00,shallow,0,NA,NA,NA
2021-07-14T04:00:00Z,2021-07-13,24:00:00,shallow,0,NA,NA,NA
2021-07-14T04:10:00Z,2021-07-14,00:10:00,shallow,0,NA,NA,NA
2021-07-14T04:20:00Z,2021-07-14,00:20:00,shallow,0,NA,NA,NA
2021-07-14T04:30:00Z,2021-07-14,00:30:00,shallow,0,NA,NA,NA
2021-07-14T04:40:00Z,2021-07-14,00:40:00,shallow,0,NA,NA,NA
2021-07-14T04:50:00Z,2021-07-14,00:50:00,shallow,0,NA,NA,NA
2021-07-14T05:00:00Z,2021-07-14,01:00:00,shallow,0,NA,NA,NA
2021-07-14T05:10:00Z,2021-07-14,01:10:00,shallow,0,NA,NA,NA
2021-07-14T05:20:00Z,2021-07-14,01:20:00,shallow,0,NA,NA,NA
2021-07-14T05:30:00Z,2021-07-14,01:30:00,shallow,0,NA,NA,NA
2021-07-14T05:40:00Z,2021-07-14,01:40:00,shallow,0,NA,NA,NA
2021-07-14T05:50:00Z,2021-07-14,01:50:00,shallow,0,NA,NA,NA
2021-07-14T06:00:00Z,2021-07-14,02:00:00,shallow,0,NA,NA,NA
2021-07-14T06:10:00Z,2021-07-14,02:10:00,shallow,0,NA,NA,NA
2021-07-14T06:20:00Z,2021-07-14,02:20:00,shallow,0,NA,NA,NA
2021-07-14T06:30:00Z,2021-07-14,02:30:00,shallow,0,NA,NA,NA
2021-07-14T06:40:00Z,2021-07-14,02:40:00,shallow,0,NA,NA,NA
2021-07-14T06:50:00Z,2021-07-14,02:50:00,shallow,0,NA,NA,NA
2021-07-14T07:00:00Z,2021-07-14,03:00:00,shallow,0,NA,NA,NA
2021-07-14T07:10:00Z,2021-07-14,03:10:00,shallow,0,NA,NA,NA
2021-07-14T07:20:00Z,2021-07-14,03:20:00,shallow,0,NA,NA,NA
2021-07-14T07:30:00Z,2021-07-14,03:30:00,shallow,0,NA,NA,NA
2021-07-14T07:40:00Z,2021-07-14,03:40:00,shallow,0,NA,NA,NA
2021-07-14T07:50:00Z,2021-07-14,03:50:00,shallow,0,NA,NA,NA
2021-07-14T08:00:00Z,2021-07-14,04:00:00,shallow,0,NA,NA,NA
2021-07-14T08:10:00Z,2021-07-14,04:10:00,shallow,0,NA,NA,NA
2021-07-14T08:20:00Z,2021-07-14,04:20:00,shallow,0,NA,NA,NA
2021-07-14T08:30:00Z,2021-07-14,04:30:00,shallow,0,NA,NA,NA
2021-07-14T08:40:00Z,2021-07-14,04:40:00,shallow,0,NA,NA,NA
2021-07-14T08:50:00Z,2021-07-14,04:50:00,shallow,0,NA,NA,NA
2021-07-14T09:00:00Z,2021-07-14,05:00:00,shallow,0,NA,NA,0
2021-07-14T09:10:00Z,2021-07-14,05:10:00,shallow,0,NA,NA,0
2021-07-14T09:20:00Z,2021-07-14,05:20:00,shallow,0,NA,NA,0
2021-07-14T09:30:00Z,2021-07-14,05:30:00,shallow,0,NA,NA,0
2021-07-14T09:40:00Z,2021-07-14,05:40:00,shallow,0,NA,NA,0
2021-07-14T09:50:00Z,2021-07-14,05:50:00,shallow,0,NA,NA,0
2021-07-14T10:00:00Z,2021-07-14,06:00:00,shallow,0,NA,NA,0
2021-07-14T10:10:00Z,2021-07-14,06:10:00,shallow,9,NA,NA,9
2021-07-14T10:20:00Z,2021-07-14,06:20:00,shallow,27,NA,NA,27
2021-07-14T10:30:00Z,2021-07-14,06:30:00,shallow,53,NA,NA,53
2021-07-14T10:40:00Z,2021-07-14,06:40:00,shallow,86,NA,NA,86
2021-07-14T10:50:00Z,2021-07-14,06:50:00,shallow,125,NA,NA,125
2021-07-14T11:00:00Z,2021-07-14,07:00:00,shallow,171,NA,NA,171
2021-07-14T11:10:00Z,2021-07-14,07:10:00,shallow,222,NA,NA,222
2021-07-14T11:20:00Z,2021-07-14,07:20:00,shallow,281,NA,NA,281
2021-07-14T11:30:00Z,2021-07-14,07:30:00,shallow,343,NA,NA,343
2021-07-14T11:40:00Z,2021-07-14,07:40:00,shallow,416,NA,NA,416
2021-07-14T11:50:00Z,2021-07-14,07:50:00,shallow,492,NA,NA,492
2021-07-14T12:00:00Z,2021-07-14,08:00:00,shallow,567,NA,NA,567
2021-07-14T12:10:00Z,2021-07-14,08:10:00,shallow,644,NA,NA,644
2021-07-14T12:20:00Z,2021-07-14,08:20:00,shallow,715,NA,NA,715
2021-07-14T12:30:00Z,2021-07-14,08:30:00,shallow,773,NA,NA,773
2021-07-14T12:40:00Z,2021-07-14,08:40:00,shallow,892,NA,NA,892
2021-07-14T12:50:00Z,2021-07-14,08:50:00,shallow,983,NA,NA,983
2021-07-14T13:00:00Z,2021-07-14,09:00:00,shallow,1071,NA,NA,1071
2021-07-14T13:10:00Z,2021-07-14,09:10:00,shallow,1159,NA,NA,1159
2021-07-14T13:20:00Z,2021-07-14,09:20:00,shallow,1244,NA,NA,1244
2021-07-14T13:30:00Z,2021-07-14,09:30:00,shallow,1298,NA,NA,1298
2021-07-14T13:40:00Z,2021-07-14,09:40:00,shallow,1371,NA,NA,1371
2021-07-14T13:50:00Z,2021-07-14,09:50:00,shallow,1440,NA,NA,1440
2021-07-14T14:00:00Z,2021-07-14,10:00:00,shallow,1523,NA,NA,1523
2021-07-14T14:10:00Z,2021-07-14,10:10:00,shallow,1595,NA,NA,1595
2021-07-14T14:20:00Z,2021-07-14,10:20:00,shallow,1682,NA,NA,1682
2021-07-14T14:30:00Z,2021-07-14,10:30:00,shallow,1761,NA,NA,1761
2021-07-14T14:40:00Z,2021-07-14,10:40:00,shallow,1797,NA,NA,1797
2021-07-14T14:50:00Z,2021-07-14,10:50:00,shallow,1864,NA,NA,1864
2021-07-14T15:00:00Z,2021-07-14,11:00:00,shallow,1926,NA,NA,1926
2021-07-14T15:10:00Z,2021-07-14,11:10:00,shallow,1978,NA,NA,1978
2021-07-14T15:20:00Z,2021-07-14,11:20:00,shallow,2017,NA,NA,2017
2021-07-14T15:30:00Z,2021-07-14,11:30:00,shallow,2050,NA,NA,2050
2021-07-14T15:40:00Z,2021-07-14,11:40:00,shallow,2084,NA,NA,2084
2021-07-14T15:50:00Z,2021-07-14,11:50:00,shallow,2121,NA,NA,2121
2021-07-14T16:00:00Z,2021-07-14,12:00:00,shallow,2148,NA,NA,2148
2021-07-14T16:10:00Z,2021-07-14,12:10:00,shallow,2167,NA,NA,2167
2021-07-14T16:20:00Z,2021-07-14,12:20:00,shallow,2171,NA,NA,2171
2021-07-14T16:30:00Z,2021-07-14,12:30:00,shallow,2164,NA,NA,2164
2021-07-14T16:40:00Z,2021-07-14,12:40:00,shallow,2174,NA,NA,2174
2021-07-14T16:50:00Z,2021-07-14,12:50:00,shallow,2178,NA,NA,2178
2021-07-14T17:00:00Z,2021-07-14,13:00:00,shallow,2146,NA,NA,2146
2021-07-14T17:10:00Z,2021-07-14,13:10:00,shallow,2101,NA,NA,2101
2021-07-14T17:20:00Z,2021-07-14,13:20:00,shallow,1269,NA,NA,1269
2021-07-14T17:30:00Z,2021-07-14,13:30:00,shallow,1880,NA,NA,1880
2021-07-14T17:40:00Z,2021-07-14,13:40:00,shallow,1926,NA,NA,1926
2021-07-14T17:50:00Z,2021-07-14,13:50:00,shallow,1665,NA,NA,1665
2021-07-14T18:00:00Z,2021-07-14,14:00:00,shallow,1596,NA,NA,1596
2021-07-14T18:10:00Z,2021-07-14,14:10:00,shallow,1326,NA,NA,1326
2021-07-14T18:20:00Z,2021-07-14,14:20:00,shallow,1218,NA,NA,1218
2021-07-14T18:30:00Z,2021-07-14,14:30:00,shallow,657,NA,NA,657
2021-07-14T18:40:00Z,2021-07-14,14:40:00,shallow,694,NA,NA,694
2021-07-14T18:50:00Z,2021-07-14,14:50:00,shallow,762,NA,NA,762
2021-07-14T19:00:00Z,2021-07-14,15:00:00,shallow,1056,NA,NA,1056
2021-07-14T19:10:00Z,2021-07-14,15:10:00,shallow,897,NA,NA,897
2021-07-14T19:20:00Z,2021-07-14,15:20:00,shallow,501,NA,NA,501
2021-07-14T19:30:00Z,2021-07-14,15:30:00,shallow,769,NA,NA,769
2021-07-14T19:40:00Z,2021-07-14,15:40:00,shallow,796,NA,NA,796
2021-07-14T19:50:00Z,2021-07-14,15:50:00,shallow,465,NA,NA,465
2021-07-14T20:00:00Z,2021-07-14,16:00:00,shallow,537,NA,NA,537
2021-07-14T20:10:00Z,2021-07-14,16:10:00,shallow,780,NA,NA,780
2021-07-14T20:20:00Z,2021-07-14,16:20:00,shallow,853,NA,NA,853
2021-07-14T20:30:00Z,2021-07-14,16:30:00,shallow,893,NA,NA,893
2021-07-14T20:40:00Z,2021-07-14,16:40:00,shallow,734,NA,NA,734
2021-07-14T20:50:00Z,2021-07-14,16:50:00,shallow,604,NA,NA,604
2021-07-14T21:00:00Z,2021-07-14,17:00:00,shallow,545,NA,NA,545
2021-07-14T21:10:00Z,2021-07-14,17:10:00,shallow,204,NA,NA,204
2021-07-14T21:20:00Z,2021-07-14,17:20:00,shallow,161,NA,NA,161
2021-07-14T21:30:00Z,2021-07-14,17:30:00,shallow,116,NA,NA,116
2021-07-14T21:40:00Z,2021-07-14,17:40:00,shallow,92,NA,NA,92
2021-07-14T21:50:00Z,2021-07-14,17:50:00,shallow,90,NA,NA,90
2021-07-14T22:00:00Z,2021-07-14,18:00:00,shallow,107,NA,NA,107
2021-07-14T22:10:00Z,2021-07-14,18:10:00,shallow,119,NA,NA,119
2021-07-14T22:20:00Z,2021-07-14,18:20:00,shallow,110,NA,NA,110
2021-07-14T22:30:00Z,2021-07-14,18:30:00,shallow,89,NA,NA,89
2021-07-14T22:40:00Z,2021-07-14,18:40:00,shallow,66,NA,NA,66
2021-07-14T22:50:00Z,2021-07-14,18:50:00,shallow,48,NA,NA,48
2021-07-14T23:00:00Z,2021-07-14,19:00:00,shallow,24,NA,NA,24
2021-07-14T23:10:00Z,2021-07-14,19:10:00,shallow,4,NA,NA,NA
2021-07-14T23:20:00Z,2021-07-14,19:20:00,shallow,0,NA,NA,NA
2021-07-14T23:30:00Z,2021-07-14,19:30:00,shallow,0,NA,NA,NA
2021-07-14T23:40:00Z,2021-07-14,19:40:00,shallow,0,NA,NA,NA
2021-07-14T23:50:00Z,2021-07-14,19:50:00,shallow,0,NA,NA,NA
2021-07-15T00:00:00Z,2021-07-14,20:00:00,shallow,0,NA,NA,NA
2021-07-15T00:10:00Z,2021-07-14,20:10:00,shallow,0,NA,NA,NA
2021-07-15T00:20:00Z,2021-07-14,20:20:00,shallow,0,NA,NA,NA
2021-07-15T00:30:00Z,2021-07-14,20:30:00,shallow,0,NA,NA,NA
2021-07-15T00:40:00Z,2021-07-14,20:40:00,shallow,0,NA,NA,NA
2021-07-15T00:50:00Z,2021-07-14,20:50:00,shallow,0,NA,NA,NA
2021-07-15T01:00:00Z,2021-07-14,21:00:00,shallow,0,NA,NA,NA
2021-07-15T01:10:00Z,2021-07-14,21:10:00,shallow,0,NA,NA,NA
2021-07-15T01:20:00Z,2021-07-14,21:20:00,shallow,0,NA,NA,NA
2021-07-15T01:30:00Z,2021-07-14,21:30:00,shallow,0,NA,NA,NA
2021-07-15T01:40:00Z,2021-07-14,21:40:00,shallow,0,NA,NA,NA
2021-07-15T01:50:00Z,2021-07-14,21:50:00,shallow,0,NA,NA,NA
2021-07-15T02:00:00Z,2021-07-14,22:00:00,shallow,0,NA,NA,NA
2021-07-15T02:10:00Z,2021-07-14,22:10:00,shallow,0,NA,NA,NA
2021-07-15T02:20:00Z,2021-07-14,22:20:00,shallow,0,NA,NA,NA
2021-07-15T02:30:00Z,2021-07-14,22:30:00,shallow,0,NA,NA,NA
2021-07-15T02:40:00Z,2021-07-14,22:40:00,shallow,0,NA,NA,NA
2021-07-15T02:50:00Z,2021-07-14,22:50:00,shallow,0,NA,NA,NA
2021-07-15T03:00:00Z,2021-07-14,23:00:00,shallow,0,NA,NA,NA
2021-07-15T03:10:00Z,2021-07-14,23:10:00,shallow,0,NA,NA,NA
2021-07-15T03:20:00Z,2021-07-14,23:20:00,shallow,0,NA,NA,NA
2021-07-15T03:30:00Z,2021-07-14,23:30:00,shallow,0,NA,NA,NA
2021-07-15T03:40:00Z,2021-07-14,23:40:00,shallow,0,NA,NA,NA
2021-07-15T03:50:00Z,2021-07-14,23:50:00,shallow,0,NA,NA,NA
2021-07-15T04:00:00Z,2021-07-14,24:00:00,shallow,0,NA,NA,NA
2021-07-15T04:10:00Z,2021-07-15,00:10:00,shallow,0,NA,NA,NA
2021-07-15T04:20:00Z,2021-07-15,00:20:00,shallow,0,NA,NA,NA
2021-07-15T04:30:00Z,2021-07-15,00:30:00,shallow,0,NA,NA,NA
2021-07-15T04:40:00Z,2021-07-15,00:40:00,shallow,0,NA,NA,NA
2021-07-15T04:50:00Z,2021-07-15,00:50:00,shallow,0,NA,NA,NA
2021-07-15T05:00:00Z,2021-07-15,01:00:00,shallow,0,NA,NA,NA
2021-07-15T05:10:00Z,2021-07-15,01:10:00,shallow,0,NA,NA,NA
2021-07-15T05:20:00Z,2021-07-15,01:20:00,shallow,0,NA,NA,NA
2021-07-15T05:30:00Z,2021-07-15,01:30:00,shallow,0,NA,NA,NA
2021-07-15T05:40:00Z,2021-07-15,01:40:00,shallow,0,NA,NA,NA
2021-07-15T05:50:00Z,2021-07-15,01:50:00,shallow,0,NA,NA,NA
2021-07-15T06:00:00Z,2021-07-15,02:00:00,shallow,0,NA,NA,NA
2021-07-15T06:10:00Z,2021-07-15,02:10:00,shallow,0,NA,NA,NA
2021-07-15T06:20:00Z,2021-07-15,02:20:00,shallow,0,NA,NA,NA
2021-07-15T06:30:00Z,2021-07-15,02:30:00,shallow,0,NA,NA,NA
2021-07-15T06:40:00Z,2021-07-15,02:40:00,shallow,0,NA,NA,NA
2021-07-15T06:50:00Z,2021-07-15,02:50:00,shallow,0,NA,NA,NA
2021-07-15T07:00:00Z,2021-07-15,03:00:00,shallow,0,NA,NA,NA
2021-07-15T07:10:00Z,2021-07-15,03:10:00,shallow,0,NA,NA,NA
2021-07-15T07:20:00Z,2021-07-15,03:20:00,shallow,0,NA,NA,NA
2021-07-15T07:30:00Z,2021-07-15,03:30:00,shallow,0,NA,NA,NA
2021-07-15T07:40:00Z,2021-07-15,03:40:00,shallow,0,NA,NA,NA
2021-07-15T07:50:00Z,2021-07-15,03:50:00,shallow,0,NA,NA,NA
2021-07-15T08:00:00Z,2021-07-15,04:00:00,shallow,0,NA,NA,NA
2021-07-15T08:10:00Z,2021-07-15,04:10:00,shallow,0,NA,NA,NA
2021-07-15T08:20:00Z,2021-07-15,04:20:00,shallow,0,NA,NA,NA
2021-07-15T08:30:00Z,2021-07-15,04:30:00,shallow,0,NA,NA,NA
2021-07-15T08:40:00Z,2021-07-15,04:40:00,shallow,0,NA,NA,NA
2021-07-15T08:50:00Z,2021-07-15,04:50:00,shallow,0,NA,NA,NA
2021-07-15T09:00:00Z,2021-07-15,05:00:00,shallow,0,NA,NA,0
2021-07-15T09:10:00Z,2021-07-15,05:10:00,shallow,0,NA,NA,0
2021-07-15T09:20:00Z,2021-07-15,05:20:00,shallow,0,NA,NA,0
2021-07-15T09:30:00Z,2021-07-15,05:30:00,shallow,0,NA,NA,0
2021-07-15T09:40:00Z,2021-07-15,05:40:00,shallow,0,NA,NA,0
2021-07-15T09:50:00Z,2021-07-15,05:50:00,shallow,0,NA,NA,0
2021-07-15T10:00:00Z,2021-07-15,06:00:00,shallow,0,NA,NA,0
2021-07-15T10:10:00Z,2021-07-15,06:10:00,shallow,13,NA,NA,13
2021-07-15T10:20:00Z,2021-07-15,06:20:00,shallow,33,NA,NA,33
2021-07-15T10:30:00Z,2021-07-15,06:30:00,shallow,66,NA,NA,66
2021-07-15T10:40:00Z,2021-07-15,06:40:00,shallow,100,NA,NA,100
2021-07-15T10:50:00Z,2021-07-15,06:50:00,shallow,150,NA,NA,150
2021-07-15T11:00:00Z,2021-07-15,07:00:00,shallow,203,NA,NA,203
2021-07-15T11:10:00Z,2021-07-15,07:10:00,shallow,265,NA,NA,265
2021-07-15T11:20:00Z,2021-07-15,07:20:00,shallow,338,NA,NA,338
2021-07-15T11:30:00Z,2021-07-15,07:30:00,shallow,416,NA,NA,416
2021-07-15T11:40:00Z,2021-07-15,07:40:00,shallow,492,NA,NA,492
2021-07-15T11:50:00Z,2021-07-15,07:50:00,shallow,553,NA,NA,553
2021-07-15T12:00:00Z,2021-07-15,08:00:00,shallow,633,NA,NA,633
2021-07-15T12:10:00Z,2021-07-15,08:10:00,shallow,836,NA,NA,836
2021-07-15T12:20:00Z,2021-07-15,08:20:00,shallow,834,NA,NA,834
2021-07-15T12:30:00Z,2021-07-15,08:30:00,shallow,1000,NA,NA,1000
2021-07-15T12:40:00Z,2021-07-15,08:40:00,shallow,1077,NA,NA,1077
2021-07-15T12:50:00Z,2021-07-15,08:50:00,shallow,1021,NA,NA,1021
2021-07-15T13:00:00Z,2021-07-15,09:00:00,shallow,1160,NA,NA,1160
2021-07-15T13:10:00Z,2021-07-15,09:10:00,shallow,1279,NA,NA,1279
2021-07-15T13:20:00Z,2021-07-15,09:20:00,shallow,1385,NA,NA,1385
2021-07-15T13:30:00Z,2021-07-15,09:30:00,shallow,1472,NA,NA,1472
2021-07-15T13:40:00Z,2021-07-15,09:40:00,shallow,1583,NA,NA,1583
2021-07-15T13:50:00Z,2021-07-15,09:50:00,shallow,1686,NA,NA,1686
2021-07-15T14:00:00Z,2021-07-15,10:00:00,shallow,1762,NA,NA,1762
2021-07-15T14:10:00Z,2021-07-15,10:10:00,shallow,1846,NA,NA,1846
2021-07-15T14:20:00Z,2021-07-15,10:20:00,shallow,1898,NA,NA,1898
2021-07-15T14:30:00Z,2021-07-15,10:30:00,shallow,1964,NA,NA,1964
2021-07-15T14:40:00Z,2021-07-15,10:40:00,shallow,1981,NA,NA,1981
2021-07-15T14:50:00Z,2021-07-15,10:50:00,shallow,2158,NA,NA,2158
2021-07-15T15:00:00Z,2021-07-15,11:00:00,shallow,2235,NA,NA,2235
2021-07-15T15:10:00Z,2021-07-15,11:10:00,shallow,2246,NA,NA,2246
2021-07-15T15:20:00Z,2021-07-15,11:20:00,shallow,2403,NA,NA,2403
2021-07-15T15:30:00Z,2021-07-15,11:30:00,shallow,2443,NA,NA,2443
2021-07-15T15:40:00Z,2021-07-15,11:40:00,shallow,1717,NA,NA,1717
2021-07-15T15:50:00Z,2021-07-15,11:50:00,shallow,1123,NA,NA,1123
2021-07-15T16:00:00Z,2021-07-15,12:00:00,shallow,1263,NA,NA,1263
2021-07-15T16:10:00Z,2021-07-15,12:10:00,shallow,2046,NA,NA,2046
2021-07-15T16:20:00Z,2021-07-15,12:20:00,shallow,1882,NA,NA,1882
2021-07-15T16:30:00Z,2021-07-15,12:30:00,shallow,2106,NA,NA,2106
2021-07-15T16:40:00Z,2021-07-15,12:40:00,shallow,2008,NA,NA,2008
2021-07-15T16:50:00Z,2021-07-15,12:50:00,shallow,1497,NA,NA,1497
2021-07-15T17:00:00Z,2021-07-15,13:00:00,shallow,2490,NA,NA,2490
2021-07-15T17:10:00Z,2021-07-15,13:10:00,shallow,2545,NA,NA,2545
2021-07-15T17:20:00Z,2021-07-15,13:20:00,shallow,1739,NA,NA,1739
2021-07-15T17:30:00Z,2021-07-15,13:30:00,shallow,2099,NA,NA,2099
2021-07-15T17:40:00Z,2021-07-15,13:40:00,shallow,2034,NA,NA,2034
2021-07-15T17:50:00Z,2021-07-15,13:50:00,shallow,2081,NA,NA,2081
2021-07-15T18:00:00Z,2021-07-15,14:00:00,shallow,2157,NA,NA,2157
2021-07-15T18:10:00Z,2021-07-15,14:10:00,shallow,2140,NA,NA,2140
2021-07-15T18:20:00Z,2021-07-15,14:20:00,shallow,1321,NA,NA,1321
2021-07-15T18:30:00Z,2021-07-15,14:30:00,shallow,971,NA,NA,971
2021-07-15T18:40:00Z,2021-07-15,14:40:00,shallow,827,NA,NA,827
2021-07-15T18:50:00Z,2021-07-15,14:50:00,shallow,756,NA,NA,756
2021-07-15T19:00:00Z,2021-07-15,15:00:00,shallow,798,NA,NA,798
2021-07-15T19:10:00Z,2021-07-15,15:10:00,shallow,701,NA,NA,701
2021-07-15T19:20:00Z,2021-07-15,15:20:00,shallow,503,NA,NA,503
2021-07-15T19:30:00Z,2021-07-15,15:30:00,shallow,529,NA,NA,529
2021-07-15T19:40:00Z,2021-07-15,15:40:00,shallow,566,NA,NA,566
2021-07-15T19:50:00Z,2021-07-15,15:50:00,shallow,566,NA,NA,566
2021-07-15T20:00:00Z,2021-07-15,16:00:00,shallow,455,NA,NA,455
2021-07-15T20:10:00Z,2021-07-15,16:10:00,shallow,601,NA,NA,601
