"","bag_number","depth","act_depth","species","colony_number","site","sample_id","airbrush_volume","surface_area","Host_AFDW_mg.cm2","Sym_AFDW_mg.cm2","sym.cm2","chla.ug.cm2","chlc2.ug.cm2","prot_mg.cm2","D","cor_di","cal_di","cor_a","cal_a"
"252","83",55,54,"OFRA",4,"Turrumote","55OFR4T","19.5","16.10584958",1.78584183697561,6.2958491879818,988771.186614423,5.297947002,1.030188592,0.470550402,5.074,0.4647,0.2915,0.173,0.0674
"253","104",55,55,"OFRA",5,"Turrumote","55OFR5T","33.5","11.69637883",1.50367051680045,6.87392236251636,1198162.8561487,5.337457508,1.000155704,1.023554068,6.754,0.4387,0.2667,0.1606,0.0538
"254","3",15,15,"PAST",1,"Turrumote","15PA1AT","13","3.459610028",2.44247181954347,2.63035426720066,NA,0.920561366,0.128605535,0.805880112,NA,0.1312,0.084,0.014,0.0062
"255","3",15,15,"PAST",1,"Turrumote","15PA1BT","16","3.153203343",6.08904593565883,9.64098939812649,1460948.17431506,4.623234982,1.260305654,0.568327979,59.58549223,0.1554,0.0841,0.0176,0.0054
"256","202",15,18,"PAST",2,"Turrumote","15PA2T","23.5","6.855153203",6.17054043102762,2.74246241379005,1965431.39643527,9.580763875,1.873016127,1.323068565,50.87572977,0.1573,0.0946,0.0192,0.0066
"257","204",15,15,"PAST",3,"Turrumote","15PA3T","22.5","8.167130919",1.65296725788901,13.7747271490751,850589.401455388,5.932752025,1.325610867,1.250464417,61.70886076,0.1572,0.1086,0.0194,0.009
"258","205",15,15,"PAST",4,"Turrumote","15PA4T","19","4.38718663",NA,18.18933333137,2627348.14800892,10.07775682,3.203704603,NA,65.72769953,0.1422,0.0919,0.0162,0.0068
"259","451",15,16,"PAST",5,"Turrumote","15PA5T","Missing","MISSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","93/ PAN 83",30,30,"PAST",1,"Turrumote","30PA1T","21.5","15",4.01333333333333,6.02,311152.77773,7.514130556,1.981225,0.791263789,50.90497738,0.129,0.0718,0.012,0.0042
"261","95/ PAN 85",30,31,"PAST",2,"Turrumote","30PA2T","18","8.008356546",3.59624347824336,9.66490434777902,NA,5.00677633,1.230083843,0.534159843,39.03903904,0.1571,0.0913,0.017,0.0068
"262","110",30,30,"PAST",3,"Turrumote","30PA3T","17","6.69637883",NA,10.4086106490484,1334925.47136853,7.34348637,2.047640277,1.512358584,59.40594059,0.1395,0.0918,0.0158,0.0066
"263","255",30,30,"PAST",4,"Turrumote","30PA4T","13.5","3.08913649",6.00896077596105,12.6734445456633,NA,17.63833928,3.602426612,1.63717284,45.97701149,0.1502,0.0866,0.0176,0.0058
"264","256",30,29,"PAST",5,"Turrumote","30PA5T","27","13.86072423",0.292192524199726,NA,1750720.20749669,8.827671842,2.826670479,1.077456108,48.01829268,0.1516,0.0959,0.0184,0.007
"265","19",45,45,"PAST",1,"Turrumote","45PA1T","14.5","4.688022284",0.618597742143327,13.9184491982248,NA,NA,NA,2.117781643,50.63291139,0.1488,0.0844,0.0164,0.0054
"266","22",45,46,"PAST",2,"Turrumote","45PA2T","23","6.576601671",NA,18.5354087259879,1352685.15168371,8.508248049,2.312816826,1.494982245,46.00938967,0.1484,0.0799,0.0174,0.0048
"267","33",45,45,"PAST",3,"Turrumote","45PA3T","16.5","2.495821727",6.94160156255423,13.222098214389,NA,NA,NA,3.649593326,50.4587156,0.153,0.0909,0.018,0.0062
"268","38",45,44,"PAST",4,"Turrumote","45PA4T","23","12.81615599",0.942170180311608,19.9201695265883,1142568.28221548,NA,NA,1.658467393,45.29616725,0.1601,0.0886,0.0208,0.0064
"269","49",45,46,"PAST",5,"Turrumote","45PA5T","30","25.86629526",0.579905233788783,18.3250053877256,740345.68176502,9.242983875,2.781544449,0.952990236,53.02402651,0.1617,0.0961,0.02,0.007
"270","51",45,44,"PAST",6,"Turrumote","45PA6T","17","10.46518106",0.568552036117376,9.74660633344073,755361.990841657,4.627593928,1.078096493,0.750467672,47.22222222,0.1609,0.0982,0.0202,0.008
"271","58",55,53,"PAST",1,"Turrumote","55PA1T","40","16.35097493",0.244633730840171,NA,1400528.10905998,3.059939864,0.672559285,0.242336543,35.56851312,0.1622,0.0914,0.0208,0.007
"272","70",55,52,"PAST",2,"Turrumote","55PA2T","16.5","8.623955432",0.526150678279618,12.0536337205876,NA,NA,NA,NA,49.23076923,0.1563,0.0886,0.02,0.006
"273","74",55,55,"PAST",3,"Turrumote","55PA3T","14.5","5.73816156",1.07395024269759,14.4035679608854,NA,NA,NA,1.122445493,54.42176871,0.145,0.0867,0.0166,0.0062
"274","76",55,52,"PAST",4,"Turrumote","55PA4T","24","16.00835655",1.04945188767675,15.1420915221931,925766.486629135,11.47671839,3.140522254,1.148599831,43.99748586,0.1775,0.0893,0.0234,0.0066
"275","280",55,50,"PAST",5,"Turrumote","55PA5T","17","8.415041783",3.83836477975097,7.8787487584362,1179287.07377875,8.466792977,2.154282233,1.264486573,47.97601199,0.1676,0.0988,0.0216,0.0078
"276","9",15,15,"PPOR",1,"Turrumote","15PP1AT","23","4.986072423",8.30312849228343,12.9159776546631,945634.078287835,20.26255499,NA,3.950975086,51.11821086,0.1761,0.1338,0.0234,0.0148
"277","9",15,15,"PPOR",1,"Turrumote","15PP1BT","20","3.116991643",NA,NA,1173674.41206194,15.41999643,4.59128597,NA,52.87356322,NA,NA,NA,NA
"278","203",15,18,"PPOR",2,"Turrumote","15PP2T","26","5.222841226",4.85367999965312,7.9650133327641,2215269.33317502,15.72986422,5.489014266,NA,56.49717514,0.1819,0.1332,0.0252,0.0156
"279","209",15,15,"PPOR",3,"Turrumote","15PP3T","28","7.479108635",5.42845437623463,10.8569087524693,3065204.84175318,18.36287006,3.227403315,2.02028871,37.73584906,0.194,0.151,0.0278,0.0184
"280","262",15,15,"PPOR",4,"Turrumote","15PP4T","20","6.456824513",5.34318377873498,8.05349439113678,1277717.86013228,10.4825522,2.500610008,2.471647945,57.52212389,0.1752,0.1416,0.0228,0.0162
"281","267",15,15,"PPOR",5,"Turrumote","15PP5T","16","5.479108635",6.49740721923102,18.9811896292142,1224043.38259667,19.38468592,NA,3.321586037,45.96273292,0.1694,0.1284,0.0202,0.0134
"282","90",30,30,"PPOR",1,"Turrumote","30PP1T","17","8.267409471",0.56547338273237,8.84194743908796,1387980.12125218,17.19460618,4.490783979,3.320743498,45.65537555,0.1965,0.1356,0.03,0.0146
"283","96/ PAN 86",30,31,"PPOR",2,"Turrumote","30PP2T","26","7.381615599",5.98784905651113,8.80566037722225,2597669.81128056,NA,NA,1.534168023,43.1372549,0.1752,0.1344,0.022,0.014
"284","102/ PAN 92",30,30,"PPOR",3,"Turrumote","30PP3T","39","9.587743733",6.30492446225252,9.76246368348777,2654169.81394824,NA,5.097124658,NA,43.92764858,0.1861,0.1401,0.0266,0.0174
"285","109",30,30,"PPOR",4,"Turrumote","30PP4T","40","10.71587744",7.93215492393687,15.3043930297135,2076358.20067759,18.13890971,4.442846633,4.100846998,41.80064309,0.1826,0.1445,0.026,0.0172
"286","113",30,30,"PPOR",5,"Turrumote","30PP5T","20","6.233983287",NA,9.62466487921465,2141487.93562526,19.22072312,5.46881479,1.579041658,48.6381323,0.169,0.1285,0.0206,0.0148
"287","17",45,47,"PPOR",1,"Turrumote","45PP1T","15","3.885793872",1.93010752681531,3.08817204290449,1326948.92468552,2.140521416,0.531069086,0.326191196,33.19502075,0.1992,0.1386,0.0338,0.0158
"288","32",45,45,"PPOR",2,"Turrumote","45PP2T","25","11.86629526",1.05340375627903,1.47476525879064,1297442.29308011,2.217204226,0.570365464,0.406388995,38.51640514,0.198,0.1313,0.0314,0.0134
"289","36",45,46,"PPOR",3,"Turrumote","45PP3T","20","4.95264624",6.15832395895088,13.7300337445462,1310747.09386068,NA,NA,1.519364528,48.10126582,0.1724,0.1266,0.0208,0.012
"290","37",45,46,"PPOR",4,"Turrumote","45PP4T","16","8.164345404",3.87048788804526,5.48727396786164,786345.957001601,10.14938278,2.484902218,1.397853788,35.0877193,0.1854,0.1403,0.0268,0.0166
"291","41",45,47,"PPOR",5,"Turrumote","45PP5T","20","4.883008357",5.01739874454202,5.73416999376231,2020612.28337971,10.58654069,2.602903594,1.695644769,32.14890017,0.2072,0.157,0.0326,0.0202
"292","44",45,44,"PPOR",6,"Turrumote","45PP6T","17","8.281337047",2.4633703331022,3.07921291637775,543138.94490376,5.960860111,1.510507896,0.66829746,40.46242775,NA,NA,NA,NA
"293","47",45,47,"PPOR",7,"Turrumote","45PP7T","34","16.14763231",2.73724340209478,5.05337243463652,1160696.48108058,14.11866638,3.960738564,0.805833812,52.1813516,0.1685,0.1231,0.0214,0.0116
"294","57",55,54,"PPOR",1,"Turrumote","55PP1T","25","7.919220056",1.73628209631355,0.947062961625573,1452163.20782588,5.90801552,1.306631199,0.282080109,37.46770026,0.1867,0.1128,0.0266,0.0104
"295","63",55,53,"PPOR",2,"Turrumote","55PP2T","26","7.061281337",6.16743589747726,13.6235897436811,NA,18.31691641,NA,2.455590142,30.15873016,0.2035,0.1324,0.0292,0.0138
"296","82",55,54,"PPOR",3,"Turrumote","55PP3T","26","5.986072423",4.88634248520184,16.070637506886,3025912.82801792,NA,NA,3.313581096,30.24193548,0.2188,0.1585,0.0354,0.0186
"297","86",55,56,"PPOR",4,"Turrumote","55PP4T","18","6.348189415",4.9620447565048,13.610179903556,2534187.14350066,18.88705459,3.848916345,1.378751029,41.09589041,0.1819,0.1384,0.0268,0.0166
"298","88",55,53,"PPOR",5,"Turrumote","55PP5T","16","6.95264624",2.58894230752635,3.22179487158835,1524599.35887663,9.784974572,2.048601282,NA,42.19409283,0.1874,0.1233,0.0282,0.0118
"299","89",55,52,"PPOR",6,"Turrumote","55PP6T","34","27.51532033",1.08121583333208,2.10064790475946,1379837.34961664,3.590738377,0.797659258,0.306988292,32.85151117,0.2291,0.1447,0.0396,0.0158
"300","107",55,57,"PPOR",7,"Turrumote","55PP7T","15","4.593314763",4.00037901778777,4.89842328708706,902126.288705201,7.298487417,2.072196331,1.015582103,38.86010363,0.1927,0.1431,0.0278,0.0176
