"HERS","Species"
0.00529593290100545,"OFRA13"
0.000699276176313608,"OFRA16"
0.225750331167372,"PAST4"
3.31440817946205e-17,"PAST9"
0.444583671085382,"PAST13"
0.000173509311132913,"PAST16"
0.201880257495343,"PPOR4"
0.0977297394378818,"PPOR9"
0.240476818055076,"PPOR13"
NA,"PPOR16"
