"depth","measurement","mean","SD"
"deep","DO_mg.L",7.46308432934927,0.343256320160174
"deep","LightRaw",112.214697255395,155.954682148443
"deep","Temp_C",29.3740454847278,0.267712025912787
"deep","daylight",160.479625468163,164.431949470755
"shallow","DO_mg.L",7.02095368525896,0.695862592937038
"shallow","LightRaw",793.928201811133,966.148981060651
"shallow","Temp_C",29.3905826693227,0.288833939109105
"shallow","daylight",1136.66028708134,973.06360472211
